"項目","単位","1980_S55","1981_S56","1982_S57","1983_S58","1984_S59","1985_S60","1986_S61","1987_S62","1988_S63","1989_H1","1990_H2","1991_H3","1992_H4","1993_H5","1994_H6","1995_H7","1996_H8","1997_H9","1998_H10","1999_H11","2000_H12","2001_H13","2002_H14","2003_H15","2004_H16","2005_H17","有効数字(少数桁)"
"農業編（農業経営体）_39_経営耕地の状況（経営体）_経営耕地総面積_畑（樹園地を除く）_普通畑（面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","1051.58",""
"農業編（農業経営体）_39_経営耕地の状況（経営体）_経営耕地総面積_畑（樹園地を除く）_過去1年間に飼料用作物だけを作った畑（経営体数）","経営体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","16.0",""
"農業編（農業経営体）_39_経営耕地の状況（経営体）_経営耕地総面積_畑（樹園地を除く）_過去1年間に飼料用作物だけを作った畑（面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","16.91",""
"農業編（農業経営体）_39_経営耕地の状況（経営体）_経営耕地総面積_畑（樹園地を除く）_牧草専用地（経営体数）","経営体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","17.0",""
"農業編（農業経営体）_39_経営耕地の状況（経営体）_経営耕地総面積_畑（樹園地を除く）_牧草専用地（面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","39.12",""
"農業編（農業経営体）_39_経営耕地の状況（経営体）_経営耕地総面積_畑（樹園地を除く）_過去1年間に作付けしなかった畑（経営体数）","経営体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","821.0",""
"農業編（農業経営体）_39_経営耕地の状況（経営体）_経営耕地総面積_畑（樹園地を除く）_過去1年間に作付けしなかった畑（面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","111.8",""
"農業編（農業経営体）_39_経営耕地の状況（経営体）_経営耕地総面積_樹園地","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（農業経営体）_39_経営耕地の状況（経営体）_経営耕地総面積_樹園地_経営体数","経営体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","19428.0",""
"農業編（農業経営体）_39_経営耕地の状況（経営体）_経営耕地総面積_樹園地_面積","ha","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","16591.69",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（農業経営体）_40_借入耕地","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（農業経営体）_40_借入耕地_計（実経営体数）","経営体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","6948.0",""
"農業編（農業経営体）_40_借入耕地_計（面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","2423.63",""
"農業編（農業経営体）_40_借入耕地_田（経営体数）","経営体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","4021.0",""
"農業編（農業経営体）_40_借入耕地_田（面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","1190.8",""
"農業編（農業経営体）_40_借入耕地_畑（樹園地を除く）経営体数","経営体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","780.0",""
"農業編（農業経営体）_40_借入耕地_畑（樹園地を除く）面積","ha","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","158.89",""
"農業編（農業経営体）_40_借入耕地_樹園地（経営体数）","経営体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","3042.0",""
"農業編（農業経営体）_40_借入耕地_樹園地（面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","1073.94",""
"林業編（総括）_林業編（総括）","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（総括）_41 総林家数（１ha以上）","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（総括）_41 総林家数（１ha以上）_林家計","戸","15429.0","","","","","…","","","","","14369.0","","","","","…","","","","","14016.0","","","","","…",""
"林業編（総括）_41 総林家数（１ha以上）_農家林家","戸","12177.0","","","","","…","","","","","9657.0","","","","","…","","","","","8166.0","","","","","…",""
"林業編（総括）_41 総林家数（１ha以上）_非農家林家","戸","3252.0","","","","","…","","","","","4712.0","","","","","…","","","","","5850.0","","","","","…",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（総括）_42　林家以外の林業事業体数","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（総括）_42　林家以外の林業事業体数_林家以外の林業事業体計","事業体","2607.0","","","","","…","","","","","3049.0","","","","","…","","","","","2639.0","","","","","…",""
"林業編（総括）_42　林家以外の林業事業体数_会　社","事業体","123.0","","","","","…","","","","","176.0","","","","","…","","","","","182.0","","","","","…",""
"林業編（総括）_42　林家以外の林業事業体数_社　寺","事業体","266.0","","","","","…","","","","","275.0","","","","","…","","","","","221.0","","","","","…",""
"林業編（総括）_42　林家以外の林業事業体数_共同","事業体","1517.0","","","","","…","","","","","1953.0","","","","","…","","","","","1599.0","","","","","…",""
"林業編（総括）_42　林家以外の林業事業体数_各種団体・組合","事業体","88.0","","","","","…","","","","","125.0","","","","","…","","","","","88.0","","","","","…",""
"林業編（総括）_42　林家以外の林業事業体数_慣行共有","事業体","535.0","","","","","…","","","","","443.0","","","","","…","","","","","477.0","","","","","…",""
"林業編（総括）_42　林家以外の林業事業体数_財産区","事業体","38.0","","","","","…","","","","","38.0","","","","","…","","","","","24.0","","","","","…",""
"林業編（総括）_42　林家以外の林業事業体数_市区町村","事業体","38.0","","","","","…","","","","","35.0","","","","","…","","","","","37.0","","","","","…",""
"林業編（総括）_42　林家以外の林業事業体数_地方公共団体の組合","事業体","1.0","","","","","…","","","","","3.0","","","","","…","","","","","10.0","","","","","…",""
"林業編（総括）_42　林家以外の林業事業体数_都道府県","事業体","1.0","","","","","…","","","","","1.0","","","","","…","","","","","1.0","","","","","…",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（総括）_43　林野面積","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（総括）_43　林野面積_林野面積","ha","362968.0","","","","","…","","","","","363569.0","","","","","…","","","","","362824.0","","","","","…",""
"林業編（総括）_43　林野面積_現況森林面積","ha","362949.0","","","","","…","","","","","363507.0","","","","","…","","","","","362804.0","","","","","…",""
"林業編（総括）_43　林野面積_森林以外の草生地","ha","19.0","","","","","…","","","","","62.0","","","","","…","","","","","20.0","","","","","…",""
"林業編（林家）_43　林野面積","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_44　林家数と保有山林面積","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_44　林家数と保有山林面積_林家計（林家数）","戸","28550.0","","","","","…","","","","","29321.0","","","","","…","","","","","14016.0","","","","","…",""
"林業編（林家）_44　林家数と保有山林面積_林家計（面積）","ha","148916.0","","","","","…","","","","","149618.0","","","","","…","","","","","122852.0","","","","","…",""
"林業編（林家）_44　林家数と保有山林面積_農家林家（林家数）","戸","22042.0","","","","","…","","","","","17663.0","","","","","…","","","","","8166.0","","","","","…",""
"林業編（林家）_44　林家数と保有山林面積_農家林家（面積）","ha","90705.0","","","","","…","","","","","72171.0","","","","","…","","","","","55403.0","","","","","…",""
"林業編（林家）_44　林家数と保有山林面積_非農家林家（林家数）","戸","6508.0","","","","","…","","","","","11658.0","","","","","…","","","","","5850.0","","","","","…",""
"林業編（林家）_44　林家数と保有山林面積_非農家林家（面積）","ha","58210.0","","","","","…","","","","","77447.0","","","","","…","","","","","67449.0","","","","","…",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_45　保有山林面積規模別林家数と面積","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_計（林家数）","戸","28550.0","","","","","…","","","","","29321.0","","","","","…","","","","","14016.0","","","","","11935.0",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_計（面積）","ha","148916.0","","","","","…","","","","","149618.0","","","","","…","","","","","122852.0","","","","","99505.46",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_0.1～１ha未満（林家数）","戸","13121.0","","","","","…","","","","","14952.0","","","","","…","","","","","…","","","","","…",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_0.1～１ha未満（面積）","ha","5068.0","","","","","…","","","","","5970.0","","","","","…","","","","","…","","","","","…",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_１～５（林家数）","戸","10454.0","","","","","…","","","","","9832.0","","","","","…","","","","","…","","","","","…",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_１～５（面積）","ha","22114.0","","","","","…","","","","","20945.0","","","","","…","","","","","…","","","","","…",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_１～３ha未満（林家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","7586.0","","","","","6225.0",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_１～３ha未満（面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","12889.0","","","","","10310.97",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_３～５（林家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","2318.0","","","","","2284.0",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_３～５（面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","8364.0","","","","","7955.76",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_５～10（林家数）","戸","2409.0","","","","","…","","","","","2225.0","","","","","…","","","","","2042.0","","","","","1640.0",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_５～10（面積）","ha","15602.0","","","","","…","","","","","14418.0","","","","","…","","","","","13542.0","","","","","10622.59",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_10～20（林家数）","戸","1411.0","","","","","…","","","","","1288.0","","","","","…","","","","","1136.0","","","","","947.0",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_10～20（面積）","ha","17995.0","","","","","…","","","","","16340.0","","","","","…","","","","","14741.0","","","","","12039.3",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_20～30（林家数）","戸","457.0","","","","","…","","","","","373.0","","","","","…","","","","","350.0","","","","","326.0",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_20～30（面積）","ha","10200.0","","","","","…","","","","","8359.0","","","","","…","","","","","8074.0","","","","","7369.38",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_30～50（林家数）","戸","339.0","","","","","…","","","","","307.0","","","","","…","","","","","290.0","","","","","247.0",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_30～50（面積）","ha","12089.0","","","","","…","","","","","10861.0","","","","","…","","","","","10465.0","","","","","8700.45",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_50～100（林家数）","戸","197.0","","","","","…","","","","","204.0","","","","","…","","","","","163.0","","","","","148.0",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_50～100（面積）","ha","12832.0","","","","","…","","","","","13185.0","","","","","…","","","","","10500.0","","","","","9508.93",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_100～500（林家数）","戸","140.0","","","","","…","","","","","115.0","","","","","…","","","","","110.0","","","","","100.0",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_100～500（面積）","ha","26414.0","","","","","…","","","","","22301.0","","","","","…","","","","","22039.0","","","","","18346.78",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_500ha以上（林家数）","戸","22.0","","","","","…","","","","","25.0","","","","","…","","","","","21.0","","","","","18.0",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_500ha以上（面積）","ha","26601.0","","","","","…","","","","","37239.0","","","","","…","","","","","22238.0","","","","","14651.3",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_（500～1000、林家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","13.0",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_（500～1000、面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","8183.59",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_（1,000ha以上、林家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","5.0",""
"林業編（林家）_45　保有山林面積規模別林家数と面積_（1,000ha以上、面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","6467.71",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_46　人工林率別林家数","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_46　人工林率別林家数_計","戸","15429.0","","","","","…","","","","","14369.0","","","","","…","","","","","6430.0","","","","","…",""
"林業編（林家）_46　人工林率別林家数_人工林なし","戸","2220.0","","","","","…","","","","","2423.0","","","","","…","","","","","789.0","","","","","…",""
"林業編（林家）_46　人工林率別林家数_10％未満","戸","274.0","","","","","…","","","","","210.0","","","","","…","","","","","151.0","","","","","…",""
"林業編（林家）_46　人工林率別林家数_10～20","戸","451.0","","","","","…","","","","","341.0","","","","","…","","","","","199.0","","","","","…",""
"林業編（林家）_46　人工林率別林家数_20～40","戸","1189.0","","","","","…","","","","","881.0","","","","","…","","","","","455.0","","","","","…",""
"林業編（林家）_46　人工林率別林家数_40～60","戸","1685.0","","","","","…","","","","","1222.0","","","","","…","","","","","546.0","","","","","…",""
"林業編（林家）_46　人工林率別林家数_60～80","戸","1756.0","","","","","…","","","","","1364.0","","","","","…","","","","","668.0","","","","","…",""
"林業編（林家）_46　人工林率別林家数_80％以上","戸","7854.0","","","","","…","","","","","7928.0","","","","","…","","","","","3622.0","","","","","…",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_47 林産物販売林家数","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_47 林産物販売林家数_計","戸","15429.0","","","","","…","","","","","14369.0","","","","","…","","","","","6430.0","","","","","…",""
"林業編（林家）_47 林産物販売林家数_販売なし","戸","14430.0","","","","","…","","","","","13853.0","","","","","…","","","","","6216.0","","","","","…",""
"林業編（林家）_47 林産物販売林家数_販売した林家","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_47 林産物販売林家数_実林家数","戸","999.0","","","","","…","","","","","516.0","","","","","…","","","","","214.0","","","","","…",""
"林業編（林家）_47 林産物販売林家数_用材(立木で)","戸","434.0","","","","","…","","","","","249.0","","","","","…","","","","","58.0","","","","","…",""
"林業編（林家）_47 林産物販売林家数_用材(素材で)","戸","371.0","","","","","…","","","","","202.0","","","","","…","","","","","84.0","","","","","…",""
"林業編（林家）_47 林産物販売林家数_ほだ木用原木","戸","30.0","","","","","…","","","","","19.0","","","","","…","","","","","9.0","","","","","…",""
"林業編（林家）_47 林産物販売林家数_林野特産物","戸","221.0","","","","","…","","","","","75.0","","","","","…","","","","","…","","","","","…",""
"林業編（林家）_47 林産物販売林家数_特用林産物","戸","…","","","","","…","","","","","…","","","","","…","","","","","79.0","","","","","…",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_48　主業別林家数","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_48　主業別林家数_計","戸","15429.0","","","","","…","","","","","14369.0","","","","","…","","","","","5708.0","","","","","…",""
"林業編（林家）_48　主業別林家数_恒常的勤務","戸","4068.0","","","","","…","","","","","4193.0","","","","","…","","","","","1542.0","","","","","…",""
"林業編（林家）_48　主業別林家数_出稼ぎ","戸","68.0","","","","","…","","","","","46.0","","","","","…","","","","","17.0","","","","","…",""
"林業編（林家）_48　主業別林家数_日雇・臨時雇","戸","1742.0","","","","","…","","","","","956.0","","","","","…","","","","","213.0","","","","","…",""
"林業編（林家）_48　主業別林家数_自営業（林業）","戸","430.0","","","","","…","","","","","282.0","","","","","…","","","","","217.0","","","","","…",""
"林業編（林家）_48　主業別林家数_自営業（その他）","戸","9121.0","","","","","…","","","","","8892.0","","","","","…","","","","","3719.0","","","","","…",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_49　人工林の齢級構成別林家数と面積","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_49　人工林の齢級構成別林家数と面積_人工林がある（林家数）","戸","(   18,475)","","","","","…","","","","","11946.0","","","","","…","","","","","5641.0","","","","","…",""
"林業編（林家）_49　人工林の齢級構成別林家数と面積_人工林がある（面積）","ha","(  102,882)","","","","","…","","","","","99717.0","","","","","…","","","","","77349.0","","","","","…",""
"林業編（林家）_49　人工林の齢級構成別林家数と面積_10年生以下（林家数）","戸","(    9,389)","","","","","…","","","","","2931.0","","","","","…","","","","","954.0","","","","","…",""
"林業編（林家）_49　人工林の齢級構成別林家数と面積_10年生以下（面積）","ha","(   24,656)","","","","","…","","","","","10892.0","","","","","…","","","","","3741.0","","","","","…",""
"林業編（林家）_49　人工林の齢級構成別林家数と面積_11～30（林家数）","戸","(   14,367)","","","","","…","","","","","9395.0","","","","","…","","","","","3320.0","","","","","…",""
"林業編（林家）_49　人工林の齢級構成別林家数と面積_11～30（面積）","ha","(   55,470)","","","","","…","","","","","50644.0","","","","","…","","","","","20700.0","","","","","…",""
"林業編（林家）_49　人工林の齢級構成別林家数と面積_31～40（林家数）","戸","(    3,195)","","","","","…","","","","","4402.0","","","","","…","","","","","3361.0","","","","","…",""
"林業編（林家）_49　人工林の齢級構成別林家数と面積_31～40（面積）","ha","(   13,209)","","","","","…","","","","","23485.0","","","","","…","","","","","25332.0","","","","","…",""
"林業編（林家）_49　人工林の齢級構成別林家数と面積_41年生以上（林家数）","戸","(    1,793)","","","","","…","","","","","2326.0","","","","","…","","","","","2790.0","","","","","…",""
"林業編（林家）_49　人工林の齢級構成別林家数と面積_41年生以上（面積）","ha","(    9,547)","","","","","…","","","","","14696.0","","","","","…","","","","","27576.0","","","","","…",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_50　林業従事世帯員数　","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_50　林業従事世帯員数　_計","人","…","","","","","…","","","","","4590.0","","","","","…","","","","","2297.0","","","","","…",""
"林業編（林家）_50　林業従事世帯員数　_計（29日以下）","人","…","","","","","…","","","","","2650.0","","","","","…","","","","","1446.0","","","","","…",""
"林業編（林家）_50　林業従事世帯員数　_計（30～59）","人","…","","","","","…","","","","","946.0","","","","","…","","","","","489.0","","","","","…",""
"林業編（林家）_50　林業従事世帯員数　_計（60～149）","人","…","","","","","…","","","","","607.0","","","","","…","","","","","229.0","","","","","…",""
"林業編（林家）_50　林業従事世帯員数　_計（150日以上）","人","…","","","","","…","","","","","387.0","","","","","…","","","","","133.0","","","","","…",""
"林業編（林家）_50　林業従事世帯員数　_主に自営林業に従事（小計）","人","…","","","","","…","","","","","3876.0","","","","","…","","","","","2110.0","","","","","…",""
"林業編（林家）_50　林業従事世帯員数　_主に自営林業に従事（29日以下）","人","…","","","","","…","","","","","2581.0","","","","","…","","","","","1395.0","","","","","…",""
"林業編（林家）_50　林業従事世帯員数　_主に自営林業に従事（30～59）","人","…","","","","","…","","","","","838.0","","","","","…","","","","","447.0","","","","","…",""
"林業編（林家）_50　林業従事世帯員数　_主に自営林業に従事（60～149）","人","…","","","","","…","","","","","322.0","","","","","…","","","","","175.0","","","","","…",""
"林業編（林家）_50　林業従事世帯員数　_主に自営林業に従事（150日以上）","人","…","","","","","…","","","","","135.0","","","","","…","","","","","93.0","","","","","…",""
"林業編（林家）_50　林業従事世帯員数　_主に雇われて林業に従事（小計）","人","…","","","","","…","","","","","714.0","","","","","…","","","","","187.0","","","","","…",""
"林業編（林家）_50　林業従事世帯員数　_主に雇われて林業に従事（29日以下）","人","…","","","","","…","","","","","69.0","","","","","…","","","","","51.0","","","","","…",""
"林業編（林家）_50　林業従事世帯員数　_主に雇われて林業に従事（30～59）","人","…","","","","","…","","","","","108.0","","","","","…","","","","","42.0","","","","","…",""
"林業編（林家）_50　林業従事世帯員数　_主に雇われて林業に従事（60～149）","人","…","","","","","…","","","","","285.0","","","","","…","","","","","54.0","","","","","…",""
"林業編（林家）_50　林業従事世帯員数　_主に雇われて林業に従事（150日以上）","人","…","","","","","…","","","","","252.0","","","","","…","","","","","40.0","","","","","…",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_51　保有山林の作業別林家数と面積（植林）","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_51　保有山林の作業別林家数と面積（植林）_実施林家数","戸","( 1,635)","","","","","…","","","","","390.0","","","","","…","","","","","133.0","","","","","…",""
"林業編（林家）_51　保有山林の作業別林家数と面積（植林）_委託・請け負わせ林家数","ha","…","","","","","…","","","","","155.0","","","","","…","","","","","41.0","","","","","…",""
"林業編（林家）_51　保有山林の作業別林家数と面積（植林）_実作業面積","戸","( 2,241)","","","","","…","","","","","577.0","","","","","…","","","","","205.0","","","","","…",""
"林業編（林家）_51　保有山林の作業別林家数と面積（植林）_委託・請け負わせ面積","ha","…","","","","","…","","","","","351.0","","","","","…","","","","","86.0","","","","","…",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_52　保有山林の作業別林家数と面積（下刈りなど）","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_52　保有山林の作業別林家数と面積（下刈りなど）_実施林家数","戸","( 8 791)","","","","","…","","","","","2833.0","","","","","…","","","","","1183.0","","","","","…",""
"林業編（林家）_52　保有山林の作業別林家数と面積（下刈りなど）_委託・請け負わせ林家数","ha","…","","","","","…","","","","","890.0","","","","","…","","","","","307.0","","","","","…",""
"林業編（林家）_52　保有山林の作業別林家数と面積（下刈りなど）_実作業面積","戸","(18 361)","","","","","…","","","","","7011.0","","","","","…","","","","","3145.0","","","","","…",""
"林業編（林家）_52　保有山林の作業別林家数と面積（下刈りなど）_委託・請け負わせ面積","ha","…","","","","","…","","","","","3892.0","","","","","…","","","","","1416.0","","","","","…",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_53　保有山林の作業別林家数と面積（間伐）","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_53　保有山林の作業別林家数と面積（間伐）_実施林家数","戸","…","","","","","…","","","","","1710.0","","","","","…","","","","","1299.0","","","","","…",""
"林業編（林家）_53　保有山林の作業別林家数と面積（間伐）_委託・請け負わせ林家数","ha","…","","","","","…","","","","","631.0","","","","","…","","","","","437.0","","","","","…",""
"林業編（林家）_53　保有山林の作業別林家数と面積（間伐）_実作業面積","戸","…","","","","","…","","","","","5366.0","","","","","…","","","","","3300.0","","","","","…",""
"林業編（林家）_53　保有山林の作業別林家数と面積（間伐）_委託・請け負わせ面積","ha","…","","","","","…","","","","","30276.0","","","","","…","","","","","1581.0","","","","","…",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家）_53　保有山林の作業別林家数と面積（間伐）_実施林家数","戸","…","","","","","…","","","","","62.0","","","","","…","","","","","87.0","","","","","…",""
"林業編（林家）_53　保有山林の作業別林家数と面積（間伐）_委託・請け負わせ林家数","ha","…","","","","","…","","","","","44.0","","","","","…","","","","","35.0","","","","","…",""
"林業編（林家）_53　保有山林の作業別林家数と面積（間伐）_実作業面積","戸","…","","","","","…","","","","","209.0","","","","","…","","","","","209.0","","","","","…",""
"林業編（林家）_53　保有山林の作業別林家数と面積（間伐）_委託・請け負わせ面積","ha","…","","","","","…","","","","","1910.0","","","","","…","","","","","140.0","","","","","…",""
"林業編（林家以外の林業事業体）","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 ","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 _計（事業体数）","事業体","4047.0","","","","","…","","","","","5622.0","","","","","…","","","","","2639.0","","","","","…",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 _計（面積）","ha","93493.0","","","","","…","","","","","98884.0","","","","","…","","","","","68811.0","","","","","…",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 _会社（事業体数）","事業体","184.0","","","","","…","","","","","306.0","","","","","…","","","","","182.0","","","","","…",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 _会社（面積）","ha","6063.0","","","","","…","","","","","20153.0","","","","","…","","","","","13117.0","","","","","…",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 _社寺（事業体数）","事業体","480.0","","","","","…","","","","","593.0","","","","","…","","","","","221.0","","","","","…",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 _社寺（面積）","ha","4272.0","","","","","…","","","","","3789.0","","","","","…","","","","","3153.0","","","","","…",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 _共同（事業体数）","事業体","2467.0","","","","","…","","","","","3844.0","","","","","…","","","","","1599.0","","","","","…",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 _共同（面積）","ha","12368.0","","","","","…","","","","","29292.0","","","","","…","","","","","10798.0","","","","","…",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 _各種団体・組合（事業体数）","事業体","108.0","","","","","…","","","","","174.0","","","","","…","","","","","88.0","","","","","…",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 _各種団体・組合（面積）","ha","5209.0","","","","","…","","","","","7712.0","","","","","…","","","","","6753.0","","","","","…",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 _慣行共有（事業体数）","事業体","727.0","","","","","…","","","","","623.0","","","","","…","","","","","477.0","","","","","…",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 _慣行共有（面積）","ha","17684.0","","","","","…","","","","","16508.0","","","","","…","","","","","21062.0","","","","","…",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 _財産区（事業体数）","事業体","41.0","","","","","…","","","","","43.0","","","","","…","","","","","24.0","","","","","…",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 _財産区（面積）","ha","32398.0","","","","","…","","","","","4057.0","","","","","…","","","","","2680.0","","","","","…",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 _市区町村（事業体数）","事業体","38.0","","","","","…","","","","","35.0","","","","","…","","","","","37.0","","","","","…",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 _市区町村（面積）","ha","6370.0","","","","","…","","","","","7569.0","","","","","…","","","","","8457.0","","","","","…",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 _地方公共団体の組合（事業体数）","事業体","1.0","","","","","…","","","","","3.0","","","","","…","","","","","10.0","","","","","…",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 _地方公共団体の組合（面積）","ha","622.0","","","","","…","","","","","473.0","","","","","…","","","","","858.0","","","","","…",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 _都道府県（事業体数）","事業体","1.0","","","","","…","","","","","1.0","","","","","…","","","","","1.0","","","","","…",""
"林業編（林家以外の林業事業体）_55　林家以外の林業事業体数と面積 _都道府県（面積）","ha","8507.0","","","","","…","","","","","9331.0","","","","","…","","","","","1934.0","","","","","…",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）","","","","","","","","","","","","","","","","","","","","","","","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_計（事業体数）","事業体","4047.0","","","","","…","","","","","5622.0","","","","","…","","","","","2639.0","","","","","…",""
